zona,enderecos_lista,latitude,longitude,area,quartos,aluguel
centro,"Centro, Rio de Janeiro, RJ",-22.91336,-43.16879,638.0,,47861
centro,"Centro, Rio de Janeiro, RJ",-22.91336,-43.16879,185.0,,6000
centro,"Centro, Rio de Janeiro, RJ",-22.91336,-43.16879,148.0,,9620
centro,"Centro, Rio de Janeiro, RJ",-22.91336,-43.16879,149.0,,2500
centro,"Centro, Rio de Janeiro, RJ",-22.91336,-43.16879,155.0,,2800
centro,"Centro, Rio de Janeiro, RJ",-22.91336,-43.16879,500.0,,32500
centro,"Centro, Rio de Janeiro, RJ",-22.91336,-43.16879,500.0,6.0,5000
centro,"Centro, Rio de Janeiro, RJ",-22.91336,-43.16879,210.0,,12500
centro,"Centro, Rio de Janeiro, RJ",-22.91336,-43.16879,195.0,,8000
centro,"Cidade Nova, Rio de Janeiro, RJ",-22.91297,-43.20919,250.0,,8300
centro,"Centro, Rio de Janeiro, RJ",-22.91336,-43.16879,375.0,,8800
centro,"Centro, Rio de Janeiro, RJ",-22.91336,-43.16879,400.0,,6000
centro,"Centro, Rio de Janeiro, RJ",-22.91336,-43.16879,160.0,,10400
centro,"Centro, Rio de Janeiro, RJ",-22.91336,-43.16879,450.0,,28000
centro,"Centro, Rio de Janeiro, RJ",-22.91336,-43.16879,345.0,,20000
centro,"Centro, Rio de Janeiro, RJ",-22.91336,-43.16879,40.0,,1800
centro,"Centro, Rio de Janeiro, RJ",-22.91336,-43.16879,94.0,,3000
centro,"Centro, Rio de Janeiro, RJ",-22.91336,-43.16879,90.0,,16000
centro,"Centro, Rio de Janeiro, RJ",-22.91336,-43.16879,225.0,,16000
centro,"Centro, Rio de Janeiro, RJ",-22.91336,-43.16879,300.0,,8000
centro,"Centro, Rio de Janeiro, RJ",-22.91336,-43.16879,225.0,,16000
centro,"Centro, Rio de Janeiro, RJ",-22.91336,-43.16879,484.0,,11000
centro,"Centro, Rio de Janeiro, RJ",-22.91336,-43.16879,148.0,,3000
centro,"Centro, Rio de Janeiro, RJ",-22.91336,-43.16879,423.0,,4500
centro,"Centro, Rio de Janeiro, RJ",-22.91336,-43.16879,258.0,,10000
centro,"Centro, Rio de Janeiro, RJ",-22.91336,-43.16879,379.0,,8500
centro,"Centro, Rio de Janeiro, RJ",-22.91336,-43.16879,553.0,,15000
centro,"Centro, Rio de Janeiro, RJ",-22.91336,-43.16879,414.0,,16000
centro,"Centro, Rio de Janeiro, RJ",-22.91336,-43.16879,638.0,,38289
centro,"Centro, Rio de Janeiro, RJ",-22.91336,-43.16879,135.0,,3500
centro,"Centro, Rio de Janeiro, RJ",-22.91336,-43.16879,414.0,,16000
centro,"Centro, Rio de Janeiro, RJ",-22.91336,-43.16879,1040.0,,40000
centro,"Rua Candelária, Centro, Rio de Janeiro, RJ",-22.90033,-43.17748,260.0,,12300
centro,"Centro, Rio de Janeiro, RJ",-22.91336,-43.16879,354.0,,20000
centro,"Centro, Rio de Janeiro, RJ",-22.91336,-43.16879,219.0,,17000
centro,"Centro, Rio de Janeiro, RJ",-22.91336,-43.16879,219.0,,17000
centro,"Centro, Rio de Janeiro, RJ",-22.91336,-43.16879,212.0,,4000
centro,"Centro, Rio de Janeiro, RJ",-22.91336,-43.16879,85.0,,2200
centro,"Centro, Rio de Janeiro, RJ",-22.91336,-43.16879,1000.0,,65000
centro,"Centro, Rio de Janeiro, RJ",-22.91336,-43.16879,200.0,,2200
centro,"Centro, Rio de Janeiro, RJ",-22.91336,-43.16879,470.0,,21150
centro,"Centro, Rio de Janeiro, RJ",-22.91336,-43.16879,84.0,,2300
centro,"Centro, Rio de Janeiro, RJ",-22.91336,-43.16879,283.0,,14188
centro,"Centro, Rio de Janeiro, RJ",-22.91336,-43.16879,379.0,,8500
centro,"Centro, Rio de Janeiro, RJ",-22.91336,-43.16879,1299.0,,103929
centro,"Cidade Nova, Rio de Janeiro, RJ",-22.91297,-43.20919,1200.0,,78000
centro,"Centro, Rio de Janeiro, RJ",-22.91336,-43.16879,190.0,,4500
centro,"Centro, Rio de Janeiro, RJ",-22.91336,-43.16879,350.0,,8500
zona-oeste,"Rua Arnaldo Sussekind, 45, Recreio Dos Bandeirantes, Rio de Janeiro, RJ",-23.00375,-43.43826,78.0,2.0,2400
zona-oeste,"Vila Valqueire, Rio de Janeiro, RJ",-22.88295,-43.37321,125.0,3.0,2500
zona-oeste,"Avenida Geremário Dantas, Pechincha, Rio de Janeiro, RJ",-22.93316,-43.35273,35.0,1.0,900
zona-oeste,"Rua Campinas Do Sul, Curicica, Rio de Janeiro, RJ",-22.94613,-43.38258,25.0,1.0,750
zona-oeste,"Avenida Das Américas, Recreio Dos Bandeirantes, Rio de Janeiro, RJ",-23.01821,-43.50994,86.0,2.0,1500
zona-oeste,"Rua Arnaldo Sussekind, Barra Da Tijuca, Rio de Janeiro, RJ",-23.00123,-43.32413,79.0,3.0,2550
zona-oeste,"Rua Nilton Santos, Recreio Dos Bandeirantes, Rio de Janeiro, RJ",-23.00375,-43.43826,92.0,2.0,2826
zona-oeste,"Avenida Canal Rio Caçambe, Jacarepaguá, Rio de Janeiro, RJ",-22.97337,-43.41195,32.0,1.0,800
zona-oeste,"Recreio Dos Bandeirantes, Rio de Janeiro, RJ",-23.00375,-43.43826,220.0,4.0,5200
zona-oeste,"Barra Da Tijuca, Rio de Janeiro, RJ",-22.99339,-43.36604,150.0,,5000
zona-oeste,"Avenida Guilherme De Almeida, Recreio Dos Bandeirantes, Rio de Janeiro, RJ",-23.0163,-43.45494,82.0,2.0,2100
zona-oeste,"Rua Paulo Viana De Araújo Filho, Barra Da Tijuca, Rio de Janeiro, RJ",-23.00176,-43.32913,70.0,2.0,2200
zona-oeste,"Rua Professora Isabel Monerat, Recreio Dos Bandeirantes, Rio de Janeiro, RJ",-23.01021,-43.45747,700.0,5.0,14900
zona-oeste,"Rua Presidente Nereu Ramos, Recreio Dos Bandeirantes, Rio de Janeiro, RJ",-23.00375,-43.43826,196.0,3.0,5000
zona-oeste,"Avenida Alfredo Balthazar Da Silveira, Recreio Dos Bandeirantes, Rio de Janeiro, RJ",-23.008,-43.43927,212.0,4.0,5500
zona-oeste,"Rua Abadiana, Jacarepaguá, Rio de Janeiro, RJ",-22.96382,-43.39706,55.0,2.0,1190
zona-oeste,"Avenida Paulo Tapajós, Recreio Dos Bandeirantes, Rio de Janeiro, RJ",-23.00375,-43.43826,90.0,2.0,3000
zona-oeste,"Rua Desenhista Luiz Guimarães, Barra Da Tijuca, Rio de Janeiro, RJ",-22.99773,-43.38744,152.0,4.0,5500
zona-oeste,"Avenida Cláudio Besserman Vianna, Jacarepaguá, Rio de Janeiro, RJ",-22.97176,-43.41711,77.0,2.0,1100
zona-oeste,"Avenida Di Cavalcanti, Barra Da Tijuca, Rio de Janeiro, RJ",-22.99797,-43.41559,164.0,2.0,6800
zona-oeste,"Rua Manhuaçu, Vargem Grande, Rio de Janeiro, RJ",-22.98145,-43.49541,500.0,3.0,6200
zona-oeste,"Rua Ana Cristina Cesar, Freguesia (jacarepaguá), Rio de Janeiro, RJ",-22.94811,-43.35108,55.0,2.0,950
zona-oeste,"Avenida Das Américas, Recreio Dos Bandeirantes, Rio de Janeiro, RJ",-23.01821,-43.50994,144.0,3.0,3500
zona-oeste,"Avenida Canal Rio Cacambe, Jacarepaguá, Rio de Janeiro, RJ",-22.97337,-43.41195,76.0,3.0,1600
zona-oeste,"Rua Jornalista Henrique Cordeiro, Barra Da Tijuca, Rio de Janeiro, RJ",-23.00476,-43.32314,95.0,3.0,3060
zona-oeste,"Rua Mário Covas Junior, Barra Da Tijuca, Rio de Janeiro, RJ",-23.00555,-43.32972,58.0,1.0,2000
zona-oeste,"Avenida Tenente Coronel Muniz De Aragão, Anil, Rio de Janeiro, RJ",-22.9476,-43.33981,50.0,2.0,980
zona-oeste,"Avenida José Luiz Ferraz, Recreio Dos Bandeirantes, Rio de Janeiro, RJ",-23.01021,-43.47346,94.0,3.0,2500
zona-oeste,"Avenida Lúcio Costa, Recreio Dos Bandeirantes, Rio de Janeiro, RJ",-23.00375,-43.43826,350.0,4.0,9900
zona-oeste,"Avenida Afonso Arinos De Melo Franco, Barra Da Tijuca, Rio de Janeiro, RJ",-23.00606,-43.32809,76.0,2.0,2858
zona-oeste,"Rua Ituverava, Anil, Rio de Janeiro, RJ",-22.94527,-43.33606,110.0,4.0,2142
zona-oeste,"Estrada Dos Bandeirantes, Jacarepaguá, Rio de Janeiro, RJ",-22.95391,-43.37568,75.0,2.0,1200
zona-oeste,"Rua André Rocha, Taquara, Rio de Janeiro, RJ",-22.92636,-43.37144,45.0,1.0,1000
zona-oeste,"Rua Retiro Dos Artistas, Pechincha, Rio de Janeiro, RJ",-22.93345,-43.35759,55.0,2.0,950
zona-oeste,"Estrada Do Capenha, Pechincha, Rio de Janeiro, RJ",-22.9316,-43.34853,60.0,2.0,1000
zona-oeste,"Rua Retiro Dos Artistas, Pechincha, Rio de Janeiro, RJ",-22.93345,-43.35759,64.0,2.0,1688
zona-oeste,"Avenida Do Pepê, Barra Da Tijuca, Rio de Janeiro, RJ",-23.01513,-43.30577,100.0,2.0,8500
zona-oeste,"Travessa Teodomiro Pereira, Freguesia (jacarepaguá), Rio de Janeiro, RJ",-22.94262,-43.33363,83.0,2.0,2100
zona-oeste,"Estrada Capenha, Pechincha, Rio de Janeiro, RJ",-22.93314,-43.35939,62.0,2.0,1000
zona-oeste,"Rua Francisca Sáles, Freguesia (jacarepaguá), Rio de Janeiro, RJ",-22.93543,-43.34462,156.0,3.0,2550
zona-oeste,"Avenida Cláudio Besserman Vianna, Jacarepaguá, Rio de Janeiro, RJ",-22.97176,-43.41711,44.0,1.0,1800
zona-oeste,"Rua Mirataia, Pechincha, Rio de Janeiro, RJ",-22.93735,-43.36065,58.0,2.0,1000
zona-oeste,"Avenida Dos Mananciais, Taquara, Rio de Janeiro, RJ",-22.91724,-43.38813,50.0,2.0,1100
zona-oeste,"Rua Ituverava, Anil, Rio de Janeiro, RJ",-22.94527,-43.33606,77.0,2.0,1350
zona-oeste,"Travessa Teodomiro Pereira, Freguesia (jacarepaguá), Rio de Janeiro, RJ",-22.94262,-43.33363,180.0,3.0,3500
zona-oeste,"Rua Renato Meira Lima, Tanque, Rio de Janeiro, RJ",-22.91897,-43.35393,120.0,3.0,2200
zona-oeste,"Rua Caniú, Pechincha, Rio de Janeiro, RJ",-22.9388,-43.35945,65.0,2.0,1650
zona-oeste,"Rua André Rocha, Taquara, Rio de Janeiro, RJ",-22.92636,-43.37144,46.0,2.0,1207
zona-oeste,"Rua Sylvio Da Rocha Pollis, Camorim, Rio de Janeiro, RJ",-23.00816,-43.43119,60.0,2.0,1872
zona-oeste,"Estrada Do Gabinal, Freguesia (jacarepaguá), Rio de Janeiro, RJ",-22.94682,-43.34735,55.0,2.0,1206
zona-oeste,"Estrada Rodrigues Caldas, Taquara, Rio de Janeiro, RJ",-22.92396,-43.38465,52.0,2.0,1220
zona-oeste,"Rua André Rocha, Taquara, Rio de Janeiro, RJ",-22.92636,-43.37144,80.0,2.0,1500
zona-oeste,"Rua André Rocha, Taquara, Rio de Janeiro, RJ",-22.92636,-43.37144,35.0,1.0,900
zona-oeste,"Rua Manoel Boucher Pinto, Recreio Dos Bandeirantes, Rio de Janeiro, RJ",-23.00375,-43.43826,600.0,5.0,5000
zona-oeste,"Florianópolis 1450, Praça Seca, Rio de Janeiro, RJ",-22.90208,-43.35199,145.0,2.0,1100
zona-oeste,"Rua Retiro Dos Artistas, Pechincha, Rio de Janeiro, RJ",-22.93345,-43.35759,81.0,3.0,2000
zona-oeste,"Rua Jorge Angel Livraga, Barra Da Tijuca, Rio de Janeiro, RJ",-23.01069,-43.43608,620.0,5.0,11000
zona-oeste,"Avenida General Felicíssimo Cardoso, Barra Da Tijuca, Rio de Janeiro, RJ",-23.00287,-43.35256,86.0,2.0,2754
zona-oeste,"Rua Professor Nehemias Gueiros, Recreio Dos Bandeirantes, Rio de Janeiro, RJ",-23.01766,-43.4536,370.0,3.0,8000
zona-oeste,"Estrada Do Pau-ferro, Pechincha, Rio de Janeiro, RJ",-22.92707,-43.34926,51.0,2.0,1750
zona-oeste,"Rua Mário Covas Junior, Barra Da Tijuca, Rio de Janeiro, RJ",-23.00555,-43.32972,80.0,2.0,3060
zona-oeste,"Rua Francisca Sales, Freguesia (jacarepaguá), Rio de Janeiro, RJ",-22.93543,-43.34462,209.0,3.0,7000
zona-oeste,"Rua Coronel Paulo Malta Rezende, Barra Da Tijuca, Rio de Janeiro, RJ",-23.00303,-43.32765,82.0,2.0,2500
zona-oeste,"Rua Coutinho Cavalcante, Anil, Rio de Janeiro, RJ",-22.95454,-43.33082,350.0,4.0,7200
zona-oeste,"Avenida Das Américas, Recreio Dos Bandeirantes, Rio de Janeiro, RJ",-23.01821,-43.50994,87.0,3.0,1800
zona-oeste,"Rua São Platão, Anil, Rio de Janeiro, RJ",-22.94731,-43.3371,60.0,2.0,1390
zona-oeste,"Rua Professor Henrique Costa, Pechincha, Rio de Janeiro, RJ",-22.9347,-43.36299,55.0,2.0,2800
zona-oeste,"Estrada Marechal Miguel Salazar Mendes De Moraes, Taquara, Rio de Janeiro, RJ",-22.94048,-43.36801,36.0,2.0,1500
zona-oeste,"Avenida Vice-presidente José Alencar, Jacarepaguá, Rio de Janeiro, RJ",-22.96626,-43.38651,70.0,2.0,2500
zona-oeste,"Rua Laura Teles, Tanque, Rio de Janeiro, RJ",-22.92537,-43.36197,65.0,2.0,1200
zona-oeste,"Estrada Do Cafundá, Taquara, Rio de Janeiro, RJ",-22.91253,-43.38846,70.0,3.0,1870
zona-oeste,"Avenida Lúcio Costa, Barra Da Tijuca, Rio de Janeiro, RJ",-23.01145,-43.32515,70.0,1.0,3000
zona-oeste,"Rua Coronel Paulo Malta Rezende, Barra Da Tijuca, Rio de Janeiro, RJ",-23.00303,-43.32765,69.0,2.0,2200
zona-oeste,"Avenida Salvador Allende, Jacarepaguá, Rio de Janeiro, RJ",-22.96926,-43.39924,48.0,2.0,2750
zona-oeste,"Avenida José Luiz Ferraz, Recreio Dos Bandeirantes, Rio de Janeiro, RJ",-23.01021,-43.47346,103.0,2.0,2200
zona-oeste,"Rua Aralia, Curicica, Rio de Janeiro, RJ",-22.9523,-43.39027,100.0,2.0,2000
zona-oeste,"Francisca Sales, Freguesia (jacarepaguá), Rio de Janeiro, RJ",-22.93543,-43.34462,57.0,2.0,1345
zona-oeste,"Rua Escritor Rodrigo Melo Franco, Jacarepaguá, Rio de Janeiro, RJ",-22.95744,-43.20637,160.0,4.0,8000
zona-oeste,"Rua Clementina De Jesus, Recreio Dos Bandeirantes, Rio de Janeiro, RJ",-23.0108,-43.47414,70.0,2.0,2700
zona-oeste,"Estrada Do Capenha, Pechincha, Rio de Janeiro, RJ",-22.9316,-43.34853,60.0,2.0,3060
zona-oeste,"Travessa Cunha Galvão, Freguesia (jacarepaguá), Rio de Janeiro, RJ",-22.9366,-43.3494,137.0,3.0,2500
zona-oeste,"Rua Jordão, Tanque, Rio de Janeiro, RJ",-22.91136,-43.37241,75.0,2.0,1500
zona-oeste,"Rua Paulo Moreira Da Silva, Taquara, Rio de Janeiro, RJ",-22.93765,-43.3649,80.0,2.0,1400
zona-oeste,"Rua Mirataia, Pechincha, Rio de Janeiro, RJ",-22.93735,-43.36065,84.0,3.0,1530
zona-oeste,"Rua Professora Souza Leão, Recreio Dos Bandeirantes, Rio de Janeiro, RJ",-23.01374,-43.44792,190.0,3.0,3350
zona-oeste,"Estrada Do Quitite, Jacarepaguá, Rio de Janeiro, RJ",-22.94978,-43.32897,200.0,2.0,4600
zona-oeste,"Rua Rosa Antunes, Vargem Pequena, Rio de Janeiro, RJ",-22.98999,-43.48003,100.0,4.0,3570
zona-oeste,"Avenida Geremário Dantas, Tanque, Rio de Janeiro, RJ",-22.92086,-43.36044,54.0,1.0,1300
zona-oeste,"Avenida Tim Maia, Recreio Dos Bandeirantes, Rio de Janeiro, RJ",-23.00301,-43.48331,122.0,3.0,3500
zona-oeste,"Rua Coronel Paulo Malta Rezende, Barra Da Tijuca, Rio de Janeiro, RJ",-23.00303,-43.32765,62.0,2.0,3200
zona-oeste,"Rua Professor Henrique Costa, Pechincha, Rio de Janeiro, RJ",-22.9347,-43.36299,70.0,2.0,1500
zona-oeste,"Rua Oswaldo Lussac, Taquara, Rio de Janeiro, RJ",-22.93961,-43.36204,60.0,2.0,1000
zona-oeste,"Rua Ministro Gabriel De Piza, Pechincha, Rio de Janeiro, RJ",-22.94161,-43.36051,51.0,2.0,1300
zona-oeste,"Estrada Do Bananal, Freguesia (jacarepaguá), Rio de Janeiro, RJ",-22.94111,-43.3322,75.0,2.0,2080
zona-oeste,"Vila Valqueire, Rio de Janeiro, RJ",-22.88295,-43.37321,70.0,2.0,1300
zona-oeste,"Estrada Do Rio Grande, Taquara, Rio de Janeiro, RJ",-22.91949,-43.38792,60.0,2.0,900
zona-oeste,"Avenida Das Américas, Barra Da Tijuca, Rio de Janeiro, RJ",-23.00005,-43.33853,62.0,,2200
zona-oeste,"Vila Valqueire, Rio de Janeiro, RJ",-22.88295,-43.37321,102.0,3.0,2200
zona-oeste,"Vila Valqueire, Rio de Janeiro, RJ",-22.88295,-43.37321,140.0,3.0,2200
zona-oeste,"Vila Valqueire, Rio de Janeiro, RJ",-22.88295,-43.37321,140.0,3.0,2400
zona-oeste,"Rua André Rocha, Taquara, Rio de Janeiro, RJ",-22.92636,-43.37144,30.0,,880
zona-oeste,"Vila Valqueire, Rio de Janeiro, RJ",-22.88295,-43.37321,95.0,3.0,2600
zona-oeste,"Vila Valqueire, Rio de Janeiro, RJ",-22.88295,-43.37321,95.0,3.0,2500
zona-oeste,"Rua Edgard Werneck, Freguesia (jacarepaguá), Rio de Janeiro, RJ",-22.95377,-43.35741,59.0,2.0,1090
zona-oeste,"Estrada Dos Bandeirantes, Jacarepaguá, Rio de Janeiro, RJ",-22.95391,-43.37568,55.0,2.0,1000
zona-oeste,"Estrada Macembu, Taquara, Rio de Janeiro, RJ",-22.93017,-43.37959,120.0,2.0,1768
zona-oeste,"Vila Valqueire, Rio de Janeiro, RJ",-22.88295,-43.37321,95.0,3.0,2600
zona-oeste,"Rua Igarapé-açu, Jacarepaguá, Rio de Janeiro, RJ",-22.97036,-43.41097,62.0,2.0,840
zona-oeste,"Estrada Rodrigues Caldas, Taquara, Rio de Janeiro, RJ",-22.92396,-43.38465,52.0,2.0,1000
zona-oeste,"Avenida Das Américas, Recreio Dos Bandeirantes, Rio de Janeiro, RJ",-23.01821,-43.50994,85.0,3.0,1700
zona-oeste,"Estrada Santa Maura, Jacarepaguá, Rio de Janeiro, RJ",-22.9648,-43.40209,40.0,1.0,810
zona-oeste,"Estrada Do Pontal, Recreio Dos Bandeirantes, Rio de Janeiro, RJ",-23.00375,-43.43826,450.0,4.0,14900
zona-oeste,"Rua Mapendi, Taquara, Rio de Janeiro, RJ",-22.92696,-43.37664,50.0,2.0,900
zona-oeste,"Estrada Dos Bandeirantes, Vargem Pequena, Rio de Janeiro, RJ",-22.98306,-43.46928,53.0,3.0,1180
zona-oeste,"Avenida Gilka Machado, 132 - Recreio Dos Bandeirantes, Rio de Janeiro, RJ",-23.00375,-43.43826,55.0,1.0,3200
zona-oeste,"Rua Barão De Itapagipe, Barra Da Tijuca, Rio de Janeiro, RJ",-23.00123,-43.32413,50.0,1.0,1600
zona-oeste,"Estrada Do Rio Grande, Taquara, Rio de Janeiro, RJ",-22.91949,-43.38792,49.0,2.0,1200
zona-oeste,"Avenida Adolpho De Vasconcelos, Barra Da Tijuca, Rio de Janeiro, RJ",-23.00846,-43.42948,58.0,2.0,1768
zona-oeste,"Rua Hélio Maurício, Barra Da Tijuca, Rio de Janeiro, RJ",-23.0045,-43.34261,500.0,4.0,15000
zona-oeste,"Avenida Di Cavalcanti, Barra Da Tijuca, Rio de Janeiro, RJ",-22.99797,-43.41559,88.0,3.0,2700
zona-oeste,"Avenida Lúcio Costa, Barra Da Tijuca, Rio de Janeiro, RJ",-23.01145,-43.32515,520.0,4.0,15000
zona-oeste,"Avenida Lúcio Costa, Barra Da Tijuca, Rio de Janeiro, RJ",-23.01145,-43.32515,156.0,4.0,9940
zona-oeste,"Avenida Salvador Allende, Jacarepaguá, Rio de Janeiro, RJ",-22.96926,-43.39924,60.0,2.0,1300
zona-oeste,"Avenida Pepe, Barra Da Tijuca, Rio de Janeiro, RJ",-23.01513,-43.30577,78.0,1.0,4000
zona-oeste,"Rua Quintanilha, Freguesia (jacarepaguá), Rio de Janeiro, RJ",-22.94423,-43.35042,50.0,2.0,690
zona-oeste,"Avenida Salvador Allende, Barra Da Tijuca, Rio de Janeiro, RJ",-23.00426,-43.43436,79.0,3.0,2500
zona-oeste,"Rua Mirataia, Pechincha, Rio de Janeiro, RJ",-22.93735,-43.36065,47.0,2.0,900
zona-oeste,"Estrada Caribu, Freguesia (jacarepaguá), Rio de Janeiro, RJ",-22.95086,-43.34589,80.0,3.0,1000
zona-oeste,"Rua Demóstenes Madureira De Pinho, Recreio Dos Bandeirantes, Rio de Janeiro, RJ",-23.0108,-43.47414,200.0,3.0,5810
zona-oeste,"Rua Marquês De Jacarepaguá, Taquara, Rio de Janeiro, RJ",-22.92489,-43.36642,65.0,3.0,1040
zona-oeste,"Rua Ituverava, Anil, Rio de Janeiro, RJ",-22.94527,-43.33606,80.0,2.0,1500
zona-oeste,"Estrada Da Boiúna, Taquara, Rio de Janeiro, RJ",-22.91425,-43.39581,100.0,2.0,1600
zona-oeste,"Rua Retiro Dos Artistas, Pechincha, Rio de Janeiro, RJ",-22.93345,-43.35759,84.0,3.0,1500
zona-oeste,"Estrada De Camorim, Jacarepaguá, Rio de Janeiro, RJ",-22.96906,-43.41508,160.0,4.0,3250
zona-oeste,"Avenida Gilberto Amado, Barra Da Tijuca, Rio de Janeiro, RJ",-23.01241,-43.30188,261.0,3.0,8500
zona-oeste,"Avenida Cláudio Besserman Vianna, Jacarepaguá, Rio de Janeiro, RJ",-22.97176,-43.41711,56.0,1.0,1200
zona-oeste,"Rua Luiz Carlos Sarolli, Recreio Dos Bandeirantes, Rio de Janeiro, RJ",-23.00375,-43.43826,80.0,2.0,2080
zona-oeste,"Estrada Do Rio Grande, Taquara, Rio de Janeiro, RJ",-22.91949,-43.38792,37.0,1.0,1180
zona-oeste,"Rua Professor Henrique Costa, Pechincha, Rio de Janeiro, RJ",-22.9347,-43.36299,71.0,2.0,1220
zona-oeste,"Estrada Do Rio Grande, Taquara, Rio de Janeiro, RJ",-22.91949,-43.38792,38.0,1.0,1260
zona-oeste,"Rua Geminiano Gois, Freguesia (jacarepaguá), Rio de Janeiro, RJ",-22.93352,-43.33718,79.0,3.0,1799
zona-oeste,"Rua Jorge Emílio Fontenelle, Recreio Dos Bandeirantes, Rio de Janeiro, RJ",-23.01427,-43.45289,120.0,3.0,2300
zona-oeste,"Avenida Flamboyants Da Península, Barra Da Tijuca, Rio de Janeiro, RJ",-22.98914,-43.35241,78.0,2.0,2600
zona-oeste,"Avenida Professor Fausto Moreira, Barra Da Tijuca, Rio de Janeiro, RJ",-23.00832,-43.42758,72.0,2.0,2620
zona-oeste,"Rua Lagolândia, Taquara, Rio de Janeiro, RJ",-22.91656,-43.38822,50.0,2.0,1600
zona-oeste,"Rua Jaguaretama, Itanhangá, Rio de Janeiro, RJ",-22.98379,-43.30597,600.0,3.0,15000
zona-oeste,"Estrada Do Pontal, Recreio Dos Bandeirantes, Rio de Janeiro, RJ",-23.00375,-43.43826,90.0,2.0,3100
zona-oeste,"Rua Comandante Rúbens Silva, Freguesia (jacarepaguá), Rio de Janeiro, RJ",-22.93965,-43.33672,130.0,2.0,2000
zona-oeste,"Rua André Rocha, Taquara, Rio de Janeiro, RJ",-22.92636,-43.37144,35.0,1.0,1000
zona-oeste,"Rua Mapendi, Taquara, Rio de Janeiro, RJ",-22.92696,-43.37664,71.0,3.0,2250
zona-oeste,"Avenida Ator José Wilker, Jacarepaguá, Rio de Janeiro, RJ",-22.96954,-43.37553,75.0,2.0,2300
zona-oeste,"Rua Das Valsas, Freguesia (jacarepaguá), Rio de Janeiro, RJ",-22.92446,-43.33902,800.0,5.0,10200
zona-oeste,"Rua Almirante Ary Rongel, Recreio Dos Bandeirantes, Rio de Janeiro, RJ",-23.01703,-43.46713,92.0,3.0,2500
zona-oeste,"Avenida Flamboyants Da Península, Barra Da Tijuca, Rio de Janeiro, RJ",-22.98914,-43.35241,77.0,2.0,2856
zona-oeste,"Rua Vilhena De Morais, Barra Da Tijuca, Rio de Janeiro, RJ",-22.9974,-43.37726,500.0,5.0,10000
zona-oeste,"Avenida Gilka Machado, Recreio Dos Bandeirantes, Rio de Janeiro, RJ",-23.00375,-43.43826,78.0,2.0,1510
zona-oeste,"Rua José Américo De Almeida, Recreio Dos Bandeirantes, Rio de Janeiro, RJ",-23.01021,-43.47346,220.0,4.0,5200
zona-oeste,"Rua Edgard Werneck, Pechincha, Rio de Janeiro, RJ",-22.94487,-43.35676,140.0,3.0,2800
zona-oeste,"Estrada De Jacarepaguá, Freguesia (jacarepaguá), Rio de Janeiro, RJ",-22.97176,-43.41711,49.0,1.0,1350
zona-oeste,"Avenida Do Pepê, Barra Da Tijuca, Rio de Janeiro, RJ",-23.01513,-43.30577,350.0,5.0,12690
zona-oeste,"Avenida Di Cavalcanti, Barra Da Tijuca, Rio de Janeiro, RJ",-22.99797,-43.41559,64.0,2.0,2256
zona-oeste,"Rua Desembargador Paulo Alonso, Recreio Dos Bandeirantes, Rio de Janeiro, RJ",-23.01748,-43.47216,110.0,2.0,2800
zona-oeste,"Avenida Lúcio Costa, Barra Da Tijuca, Rio de Janeiro, RJ",-23.01145,-43.32515,114.0,4.0,6800
zona-oeste,"Estrada Do Cafundá, Taquara, Rio de Janeiro, RJ",-22.91253,-43.38846,130.0,2.0,2630
zona-oeste,"Rua Vice-governador Rúbens Berardo, Barra Da Tijuca, Rio de Janeiro, RJ",-22.97779,-43.22991,74.0,2.0,3000
zona-oeste,"Avenida José Luiz Ferraz, Recreio Dos Bandeirantes, Rio de Janeiro, RJ",-23.01021,-43.47346,70.0,2.0,2500
zona-oeste,"Avenida Genaro De Carvalho, Recreio Dos Bandeirantes, Rio de Janeiro, RJ",-23.01783,-43.46397,79.0,2.0,2650
zona-oeste,"Rua Carlos Oswald, Barra Da Tijuca, Rio de Janeiro, RJ",-22.99963,-43.37656,120.0,3.0,4120
zona-oeste,"Rua Sérgio Camargo, Jacarepaguá, Rio de Janeiro, RJ",-22.96984,-43.38777,63.0,2.0,1890
zona-oeste,"Rua Alexandre Ramos, Tanque, Rio de Janeiro, RJ",-22.92243,-43.35974,60.0,2.0,1060
zona-oeste,"Estrada Dos Bandeirantes, Curicica, Rio de Janeiro, RJ",-22.96177,-43.39718,55.0,2.0,1090
zona-oeste,"Avenida Das Américas, Recreio Dos Bandeirantes, Rio de Janeiro, RJ",-23.01821,-43.50994,170.0,3.0,3470
zona-oeste,"Rua Engenheiro Pires Do Rio, Itanhangá, Rio de Janeiro, RJ",-22.99451,-43.29629,180.0,4.0,8000
zona-oeste,"Rua Carlos Palut, Taquara, Rio de Janeiro, RJ",-22.9341,-43.36927,50.0,2.0,1000
zona-oeste,"Rua Potiguara, Freguesia (jacarepaguá), Rio de Janeiro, RJ",-22.94277,-43.33625,110.0,3.0,2500
zona-oeste,"Rua Ati, Tanque, Rio de Janeiro, RJ",-22.92078,-43.35503,164.0,2.0,3600
zona-oeste,"Rua Mário Agostinelli, Jacarepaguá, Rio de Janeiro, RJ",-22.97169,-43.38215,89.0,3.0,2520
