zona,enderecos_lista,latitude,longitude,area,quartos,aluguel
zona-oeste,"Rua Célio Fernandes Dos Santos Silva, Vargem Pequena, Rio de Janeiro, RJ",-22.99303,-43.44558,360.0,2.0,3730
zona-oeste,"Estrada Dos Bandeirantes, Jacarepaguá, Rio de Janeiro, RJ",-22.95391,-43.37568,50.0,2.0,1100
zona-oeste,"Avenida Canal Rio Cacambe, Jacarepaguá, Rio de Janeiro, RJ",-22.97337,-43.41195,48.0,2.0,1300
zona-oeste,"Avenida Embaixador Abelardo Bueno, Jacarepaguá, Rio de Janeiro, RJ",-22.97302,-43.39279,98.0,3.0,2880
zona-oeste,"Avenida Comandante Júlio De Moura, Barra Da Tijuca, Rio de Janeiro, RJ",-23.01319,-43.30682,181.0,4.0,6000
zona-oeste,"Avenida Geremário Dantas, Pechincha, Rio de Janeiro, RJ",-22.93316,-43.35273,70.0,2.0,1100
zona-oeste,"Rua Retiro Dos Artistas, Pechincha, Rio de Janeiro, RJ",-22.93345,-43.35759,54.0,2.0,1100
zona-oeste,"Estrada Pontal, Recreio Dos Bandeirantes, Rio de Janeiro, RJ",-23.00375,-43.43826,50.0,1.0,2300
zona-oeste,"Avenida Geremário Dantas, Pechincha, Rio de Janeiro, RJ",-22.93316,-43.35273,51.0,2.0,1850
zona-oeste,"Rua Vicente Scofano, Recreio Dos Bandeirantes, Rio de Janeiro, RJ",-23.01586,-43.46194,102.0,3.0,3460
zona-oeste,"Avenida Ator José Wilker, Jacarepaguá, Rio de Janeiro, RJ",-22.96954,-43.37553,78.0,2.0,1950
zona-oeste,"Rua Coronel Euríco De Sousa Gomes Filho, Barra Da Tijuca, Rio de Janeiro, RJ",-23.01258,-43.31865,110.0,2.0,4250
zona-oeste,"Praça Antônio Callado, Barra Da Tijuca, Rio de Janeiro, RJ",-23.00183,-43.39346,72.0,2.0,2600
zona-oeste,"Rua John Kennedy, Barra Da Tijuca, Rio de Janeiro, RJ",-23.01045,-43.31978,60.0,3.0,6000
zona-oeste,"Rua São Graciano, Freguesia (jacarepaguá), Rio de Janeiro, RJ",-22.94374,-43.35422,228.0,5.0,2720
zona-oeste,"Avenida Ruy Antunes Corréa, Barra Da Tijuca, Rio de Janeiro, RJ",-22.99946,-43.41842,76.0,2.0,2260
zona-oeste,"Rua Ati, Tanque, Rio de Janeiro, RJ",-22.92078,-43.35503,164.0,2.0,3600
zona-oeste,"Avenida Monsenhor Ascâneo, Barra Da Tijuca, Rio de Janeiro, RJ",-23.0116,-43.31313,382.0,3.0,14060
zona-oeste,"Rua Alcides Lima, Jacarepaguá, Rio de Janeiro, RJ",-22.945,-43.33751,74.0,2.0,1300
zona-oeste,"Avenida Canal Do Rio Cacambe, Jacarepaguá, Rio de Janeiro, RJ",-22.97337,-43.41195,48.0,2.0,1350
zona-oeste,"Rua Alfredo Ceschiatti, Jacarepaguá, Rio de Janeiro, RJ",-22.97159,-43.38401,88.0,2.0,2041
zona-oeste,"Rua Vicente Scofano, Recreio Dos Bandeirantes, Rio de Janeiro, RJ",-23.01586,-43.46194,134.0,3.0,4650
zona-oeste,"Rua Mário Agostinelli, Jacarepaguá, Rio de Janeiro, RJ",-22.97169,-43.38215,86.0,2.0,2392
zona-oeste,"Estrada Do Tindiba, Pechincha, Rio de Janeiro, RJ",-22.92841,-43.35676,62.0,2.0,941
zona-oeste,"Rua Ministro Gabriel De Piza, Pechincha, Rio de Janeiro, RJ",-22.94161,-43.36051,50.0,2.0,1320
zona-oeste,"Rua Araticum, Anil, Rio de Janeiro, RJ",-22.95646,-43.33367,275.0,4.0,3000
zona-oeste,"Estrada Marechal Miguel Salazar Mendes De Moraes, Taquara, Rio de Janeiro, RJ",-22.94048,-43.36801,48.0,2.0,900
zona-oeste,"Estrada Da Soca, Taquara, Rio de Janeiro, RJ",-22.91573,-43.38668,50.0,2.0,1207
zona-oeste,"Rua Mário Agostinelli, Jacarepaguá, Rio de Janeiro, RJ",-22.97169,-43.38215,200.0,3.0,3900
zona-oeste,"Avenida Tenente-coronel Muniz De Aragão, Anil, Rio de Janeiro, RJ",-22.9476,-43.33981,47.0,2.0,1860
zona-oeste,"Estrada Dos Bandeirantes, Jacarepaguá, Rio de Janeiro, RJ",-22.95391,-43.37568,133.0,2.0,2099
zona-oeste,"Avenida Tenente Coronel Muniz De Aragão, Anil, Rio de Janeiro, RJ",-22.9476,-43.33981,49.0,2.0,1200
zona-oeste,"Rua Coronel Aviador Antônio Arthur Braga, Barra Da Tijuca, Rio de Janeiro, RJ",-22.98412,-43.38287,171.0,3.0,7000
zona-oeste,"Rua Pajurá, Taquara, Rio de Janeiro, RJ",-22.92723,-43.36493,55.0,2.0,1770
zona-oeste,"Estrada Do Rio Grande, Taquara, Rio de Janeiro, RJ",-22.91949,-43.38792,36.0,1.0,1600
zona-oeste,"Rua Ituverava, Anil, Rio de Janeiro, RJ",-22.94527,-43.33606,126.0,4.0,2410
zona-oeste,"Avenida Vice-presidente José Alencar, Jacarepaguá, Rio de Janeiro, RJ",-22.96626,-43.38651,70.0,2.0,2500
zona-oeste,"Estrada De Jacarepaguá, Freguesia (jacarepaguá), Rio de Janeiro, RJ",-22.97176,-43.41711,68.0,2.0,1560
zona-oeste,"Estrada Santa Maura, Jacarepaguá, Rio de Janeiro, RJ",-22.9648,-43.40209,55.0,2.0,1800
zona-oeste,"Rua Andromeda, Taquara, Rio de Janeiro, RJ",-22.91214,-43.38213,110.0,3.0,1790
zona-oeste,"Rua Edgard Werneck, Freguesia (jacarepaguá), Rio de Janeiro, RJ",-22.95377,-43.35741,66.0,2.0,1470
zona-oeste,"Rua Paulo Moreira Da Silva, Pechincha, Rio de Janeiro, RJ",-22.93765,-43.3649,65.0,2.0,1000
zona-oeste,"Avenida Salvador Allende, Recreio Dos Bandeirantes, Rio de Janeiro, RJ",-22.99942,-43.42924,98.0,3.0,2120
zona-oeste,"Estrada Do Pau-ferro, Pechincha, Rio de Janeiro, RJ",-22.92707,-43.34926,706.0,5.0,10000
zona-oeste,"Rua Queiros Júnior, Jacarepaguá, Rio de Janeiro, RJ",-22.9703,-43.39385,78.0,2.0,2300
zona-oeste,"Cabo Geraldo Calderaro, Freguesia (jacarepaguá), Rio de Janeiro, RJ",-22.94137,-43.35705,40.0,2.0,1100
zona-oeste,"Avenida César Morani, Recreio Dos Bandeirantes, Rio de Janeiro, RJ",-23.00315,-43.43764,84.0,2.0,2300
zona-oeste,"Rua Soldado Álvaro De Souza Pereira, Anil, Rio de Janeiro, RJ",-22.95736,-43.34136,65.0,2.0,1280
zona-oeste,"Rua Geminiano Góis, Freguesia (jacarepaguá), Rio de Janeiro, RJ",-22.93352,-43.33718,156.0,4.0,3360
zona-oeste,"Rua Álvaro Tibério, Tanque, Rio de Janeiro, RJ",-22.91709,-43.3653,60.0,2.0,1390
zona-oeste,"Rua Ati, Tanque, Rio de Janeiro, RJ",-22.92078,-43.35503,164.0,2.0,3570
zona-oeste,"Rua Ana Cristina Cesar, Freguesia (jacarepaguá), Rio de Janeiro, RJ",-22.94811,-43.35108,52.0,2.0,1120
zona-oeste,"Avenida Olof Palme, Camorim, Rio de Janeiro, RJ",-22.98005,-43.41417,88.0,2.0,3560
zona-oeste,"Rua Alfredo Ceschiatti, Jacarepaguá, Rio de Janeiro, RJ",-22.97159,-43.38401,73.0,2.0,2400
zona-oeste,"Avenida Ayrton Senna, Jacarepaguá, Rio de Janeiro, RJ",-22.97151,-43.3617,72.0,2.0,2300
zona-oeste,"Rua Retiro Dos Artistas, Pechincha, Rio de Janeiro, RJ",-22.93345,-43.35759,66.0,2.0,1390
zona-oeste,"Estrada Dos Bandeirantes, Jacarepaguá, Rio de Janeiro, RJ",-22.95391,-43.37568,68.0,2.0,2810
zona-oeste,"Rua Caico, Pechincha, Rio de Janeiro, RJ",-22.92546,-43.35409,80.0,2.0,1500
zona-oeste,"Rua Benjamin Albagli, Tanque, Rio de Janeiro, RJ",-22.91302,-43.37499,500.0,3.0,2870
zona-oeste,"Rua Mirataia, Pechincha, Rio de Janeiro, RJ",-22.93735,-43.36065,84.0,3.0,2550
zona-oeste,"Rua São Tillon, Barra Da Tijuca, Rio de Janeiro, RJ",-23.00505,-43.31443,75.0,1.0,3200
zona-oeste,"Rua Professor Hermes Lima, Santa Cruz, Rio de Janeiro, RJ",-22.90654,-43.6919,167.0,3.0,4530
zona-oeste,"Rua Mirataia, Pechincha, Rio de Janeiro, RJ",-22.93735,-43.36065,84.0,3.0,2630
zona-oeste,"Rua Mirataia, Pechincha, Rio de Janeiro, RJ",-22.93735,-43.36065,84.0,3.0,2550
zona-oeste,"Rua Mirataia, Pechincha, Rio de Janeiro, RJ",-22.93735,-43.36065,84.0,3.0,2550
zona-oeste,"Rua Josina Fernandes Alves, Taquara, Rio de Janeiro, RJ",-22.86433,-43.46164,80.0,2.0,1100
zona-oeste,"Estrada Dos Bandeirantes, Jacarepaguá, Rio de Janeiro, RJ",-22.95391,-43.37568,47.0,2.0,1410
zona-oeste,"Rua Carlos Palut, Taquara, Rio de Janeiro, RJ",-22.9341,-43.36927,52.0,2.0,1155
zona-oeste,"Avenida Gastão Senges, Barra Da Tijuca, Rio de Janeiro, RJ",-23.00391,-43.34213,40.0,1.0,3300
zona-oeste,"Estrada Dos Bandeirantes, Jacarepaguá, Rio de Janeiro, RJ",-22.95391,-43.37568,70.0,3.0,1600
zona-oeste,"Vila Valqueire, Rio de Janeiro, RJ",-22.88295,-43.37321,811.0,,12000
zona-oeste,"Estrada Dos Bandeirantes, Jacarepaguá, Rio de Janeiro, RJ",-22.95391,-43.37568,77.0,3.0,1300
zona-oeste,"Estrada Dos Bandeirantes, Taquara, Rio de Janeiro, RJ",-22.95128,-43.37405,64.0,1.0,920
zona-oeste,"Rua José Duarte, Vargem Pequena, Rio de Janeiro, RJ",-22.98508,-43.46873,25.0,1.0,600
zona-oeste,"Estrada Do Rio Grande, Taquara, Rio de Janeiro, RJ",-22.91949,-43.38792,36.0,1.0,1250
zona-oeste,"Rua Japomirim, Taquara, Rio de Janeiro, RJ",-22.91754,-43.40555,55.0,2.0,850
zona-oeste,"Avenida Gilberto Amado, Barra Da Tijuca, Rio de Janeiro, RJ",-23.01241,-43.30188,92.0,2.0,3500
zona-oeste,"Avenida Alfredo Balthazar Da Silveira, Recreio Dos Bandeirantes, Rio de Janeiro, RJ",-23.008,-43.43927,80.0,3.0,1976
zona-oeste,"Rua César Lattes, Barra Da Tijuca, Rio de Janeiro, RJ",-23.00276,-43.42632,95.0,2.0,2320
zona-oeste,"Estrada Santa Maura, Jacarepaguá, Rio de Janeiro, RJ",-22.9648,-43.40209,35.0,1.0,720
zona-oeste,"Rua André Rocha, Taquara, Rio de Janeiro, RJ",-22.92636,-43.37144,48.0,2.0,1220
zona-oeste,"Avenida Cláudio Besserman Vianna, Jacarepaguá, Rio de Janeiro, RJ",-22.97176,-43.41711,88.0,2.0,2270
zona-oeste,"Rua Augusto Cardoso, Freguesia (jacarepaguá), Rio de Janeiro, RJ",-22.92926,-43.33535,109.0,2.0,1700
zona-oeste,"Rua José Duarte, Vargem Pequena, Rio de Janeiro, RJ",-22.98508,-43.46873,25.0,1.0,600
zona-oeste,"Rua José Duarte, Vargem Pequena, Rio de Janeiro, RJ",-22.98508,-43.46873,25.0,1.0,600
zona-oeste,"Rua José Duarte, Vargem Pequena, Rio de Janeiro, RJ",-22.98508,-43.46873,25.0,1.0,600
zona-oeste,"Avenida Lúcio Costa, Barra Da Tijuca, Rio de Janeiro, RJ",-23.01145,-43.32515,58.0,1.0,3100
zona-oeste,"Avenida Prefeito Dulcídio Cardoso, 2848, Barra Da Tijuca, Rio de Janeiro, RJ",-23.00416,-43.36618,84.0,2.0,2500
zona-oeste,"Avenida Cláudio Besserman Vianna, Jacarepaguá, Rio de Janeiro, RJ",-22.97176,-43.41711,53.0,1.0,1200
zona-oeste,"Estrada Pacui, Vargem Grande, Rio de Janeiro, RJ",-22.97191,-43.49407,30.0,1.0,510
zona-oeste,"Estrada Rodrigues Caldas, Taquara, Rio de Janeiro, RJ",-22.92396,-43.38465,80.0,2.0,890
zona-oeste,"Vila Valqueire, Rio de Janeiro, RJ",-22.88295,-43.37321,480.0,,30000
zona-oeste,"Rua Professor Henrique Costa, Pechincha, Rio de Janeiro, RJ",-22.9347,-43.36299,60.0,2.0,1500
zona-oeste,"Rua Silvia Pozzano, Recreio Dos Bandeirantes, Rio de Janeiro, RJ",-23.00608,-43.48242,88.0,2.0,2630
zona-oeste,"Rua Otacílio Novais, Taquara, Rio de Janeiro, RJ",-22.927,-43.3722,60.0,2.0,1400
zona-oeste,"Estrada Dos Bandeirantes, Jacarepaguá, Rio de Janeiro, RJ",-22.95391,-43.37568,44.0,1.0,1000
zona-oeste,"Rua Oswaldo Lussac, Taquara, Rio de Janeiro, RJ",-22.93961,-43.36204,80.0,2.0,850
zona-oeste,"Vila Valqueire, Rio de Janeiro, RJ",-22.88295,-43.37321,87.0,,5000
zona-oeste,"Estrada Do Rio Grande, Taquara, Rio de Janeiro, RJ",-22.91949,-43.38792,60.0,2.0,800
zona-oeste,"Rua Carlos Palut, Taquara, Rio de Janeiro, RJ",-22.9341,-43.36927,50.0,2.0,850
zona-oeste,"Rua Paulo Moreira Da Silva, Taquara, Rio de Janeiro, RJ",-22.93765,-43.3649,50.0,1.0,700
zona-oeste,"Gustavo Corção 86, Recreio Dos Bandeirantes, Rio de Janeiro, RJ",-23.01302,-43.45186,122.0,3.0,1990
zona-oeste,"Avenida Tenente-coronel Muniz De Aragão, Anil, Rio de Janeiro, RJ",-22.9476,-43.33981,64.0,2.0,1200
zona-oeste,"Estrada Bandeirantes, Camorim, Rio de Janeiro, RJ",-23.00375,-43.43826,45.0,2.0,890
zona-oeste,"Estrada Mapua, Jacarepaguá, Rio de Janeiro, RJ",-22.97176,-43.41711,50.0,1.0,830
zona-oeste,"Vila Valqueire, Rio de Janeiro, RJ",-22.88295,-43.37321,90.0,2.0,1600
zona-oeste,"Avenida São Josemaria Escrivá, Itanhangá, Rio de Janeiro, RJ",-22.97838,-43.33143,58.0,2.0,720
zona-oeste,"Rua Vale Das Rosas, Curicica, Rio de Janeiro, RJ",-22.94861,-43.38489,60.0,2.0,700
zona-oeste,"Dr Bernardino 40, Praça Seca, Rio de Janeiro, RJ",-22.8954,-43.34958,65.0,2.0,750
zona-oeste,"Candido Benício  1201, Praça Seca, Rio de Janeiro, RJ",-22.89295,-43.34848,65.0,2.0,900
zona-oeste,"Rua Raul Da Cunha Ribeiro, 173, Recreio Dos Bandeirantes, Rio de Janeiro, RJ",-23.01511,-43.4497,300.0,4.0,4500
zona-oeste,"Rua Mirataia, Pechincha, Rio de Janeiro, RJ",-22.93735,-43.36065,84.0,3.0,2550
zona-oeste,"Rua Mirataia, Pechincha, Rio de Janeiro, RJ",-22.93735,-43.36065,84.0,3.0,2550
zona-oeste,"Rua Josina Fernandes Alves, Taquara, Rio de Janeiro, RJ",-22.86433,-43.46164,80.0,2.0,1100
zona-oeste,"Estrada Dos Bandeirantes, Jacarepaguá, Rio de Janeiro, RJ",-22.95391,-43.37568,47.0,2.0,1410
zona-oeste,"Rua Carlos Palut, Taquara, Rio de Janeiro, RJ",-22.9341,-43.36927,52.0,2.0,1155
zona-oeste,"Avenida Gastão Senges, Barra Da Tijuca, Rio de Janeiro, RJ",-23.00391,-43.34213,40.0,1.0,3300
zona-oeste,"Estrada Dos Bandeirantes, Jacarepaguá, Rio de Janeiro, RJ",-22.95391,-43.37568,70.0,3.0,1600
zona-oeste,"Vila Valqueire, Rio de Janeiro, RJ",-22.88295,-43.37321,811.0,,12000
zona-oeste,"Estrada Dos Bandeirantes, Jacarepaguá, Rio de Janeiro, RJ",-22.95391,-43.37568,77.0,3.0,1300
zona-oeste,"Estrada Dos Bandeirantes, Taquara, Rio de Janeiro, RJ",-22.95128,-43.37405,64.0,1.0,920
zona-oeste,"Rua José Duarte, Vargem Pequena, Rio de Janeiro, RJ",-22.98508,-43.46873,25.0,1.0,600
zona-oeste,"Estrada Do Rio Grande, Taquara, Rio de Janeiro, RJ",-22.91949,-43.38792,36.0,1.0,1250
zona-oeste,"Rua Japomirim, Taquara, Rio de Janeiro, RJ",-22.91754,-43.40555,55.0,2.0,850
zona-oeste,"Avenida Gilberto Amado, Barra Da Tijuca, Rio de Janeiro, RJ",-23.01241,-43.30188,92.0,2.0,3500
zona-oeste,"Avenida Alfredo Balthazar Da Silveira, Recreio Dos Bandeirantes, Rio de Janeiro, RJ",-23.008,-43.43927,80.0,3.0,1976
zona-oeste,"Rua César Lattes, Barra Da Tijuca, Rio de Janeiro, RJ",-23.00276,-43.42632,95.0,2.0,2320
zona-oeste,"Estrada Santa Maura, Jacarepaguá, Rio de Janeiro, RJ",-22.9648,-43.40209,35.0,1.0,720
zona-oeste,"Rua André Rocha, Taquara, Rio de Janeiro, RJ",-22.92636,-43.37144,48.0,2.0,1220
zona-oeste,"Avenida Cláudio Besserman Vianna, Jacarepaguá, Rio de Janeiro, RJ",-22.97176,-43.41711,88.0,2.0,2270
zona-oeste,"Rua Augusto Cardoso, Freguesia (jacarepaguá), Rio de Janeiro, RJ",-22.92926,-43.33535,109.0,2.0,1700
zona-oeste,"Rua José Duarte, Vargem Pequena, Rio de Janeiro, RJ",-22.98508,-43.46873,25.0,1.0,600
zona-oeste,"Rua José Duarte, Vargem Pequena, Rio de Janeiro, RJ",-22.98508,-43.46873,25.0,1.0,600
zona-oeste,"Rua José Duarte, Vargem Pequena, Rio de Janeiro, RJ",-22.98508,-43.46873,25.0,1.0,600
zona-oeste,"Avenida Lúcio Costa, Barra Da Tijuca, Rio de Janeiro, RJ",-23.01145,-43.32515,58.0,1.0,3100
zona-oeste,"Avenida Prefeito Dulcídio Cardoso, 2848, Barra Da Tijuca, Rio de Janeiro, RJ",-23.00416,-43.36618,84.0,2.0,2500
zona-oeste,"Avenida Cláudio Besserman Vianna, Jacarepaguá, Rio de Janeiro, RJ",-22.97176,-43.41711,53.0,1.0,1200
zona-oeste,"Estrada Pacui, Vargem Grande, Rio de Janeiro, RJ",-22.97191,-43.49407,30.0,1.0,510
zona-oeste,"Estrada Rodrigues Caldas, Taquara, Rio de Janeiro, RJ",-22.92396,-43.38465,80.0,2.0,890
zona-oeste,"Vila Valqueire, Rio de Janeiro, RJ",-22.88295,-43.37321,480.0,,30000
zona-oeste,"Rua Professor Henrique Costa, Pechincha, Rio de Janeiro, RJ",-22.9347,-43.36299,60.0,2.0,1500
zona-oeste,"Rua Silvia Pozzano, Recreio Dos Bandeirantes, Rio de Janeiro, RJ",-23.00608,-43.48242,88.0,2.0,2630
zona-oeste,"Rua Otacílio Novais, Taquara, Rio de Janeiro, RJ",-22.927,-43.3722,60.0,2.0,1400
zona-oeste,"Estrada Dos Bandeirantes, Jacarepaguá, Rio de Janeiro, RJ",-22.95391,-43.37568,44.0,1.0,1000
zona-oeste,"Rua Oswaldo Lussac, Taquara, Rio de Janeiro, RJ",-22.93961,-43.36204,80.0,2.0,850
zona-oeste,"Vila Valqueire, Rio de Janeiro, RJ",-22.88295,-43.37321,87.0,,5000
zona-oeste,"Estrada Do Rio Grande, Taquara, Rio de Janeiro, RJ",-22.91949,-43.38792,60.0,2.0,800
zona-oeste,"Rua Carlos Palut, Taquara, Rio de Janeiro, RJ",-22.9341,-43.36927,50.0,2.0,850
zona-oeste,"Rua Paulo Moreira Da Silva, Taquara, Rio de Janeiro, RJ",-22.93765,-43.3649,50.0,1.0,700
zona-oeste,"Gustavo Corção 86, Recreio Dos Bandeirantes, Rio de Janeiro, RJ",-23.01302,-43.45186,122.0,3.0,1990
zona-oeste,"Avenida Tenente-coronel Muniz De Aragão, Anil, Rio de Janeiro, RJ",-22.9476,-43.33981,64.0,2.0,1200
zona-oeste,"Estrada Bandeirantes, Camorim, Rio de Janeiro, RJ",-23.00375,-43.43826,45.0,2.0,890
zona-oeste,"Estrada Mapua, Jacarepaguá, Rio de Janeiro, RJ",-22.97176,-43.41711,50.0,1.0,830
zona-oeste,"Vila Valqueire, Rio de Janeiro, RJ",-22.88295,-43.37321,90.0,2.0,1600
zona-oeste,"Avenida São Josemaria Escrivá, Itanhangá, Rio de Janeiro, RJ",-22.97838,-43.33143,58.0,2.0,720
zona-oeste,"Rua Vale Das Rosas, Curicica, Rio de Janeiro, RJ",-22.94861,-43.38489,60.0,2.0,700
zona-oeste,"Dr Bernardino 40, Praça Seca, Rio de Janeiro, RJ",-22.8954,-43.34958,65.0,2.0,750
zona-oeste,"Candido Benício  1201, Praça Seca, Rio de Janeiro, RJ",-22.89295,-43.34848,65.0,2.0,900
zona-oeste,"Rua Raul Da Cunha Ribeiro, 173, Recreio Dos Bandeirantes, Rio de Janeiro, RJ",-23.01511,-43.4497,300.0,4.0,4500
zona-norte,"Rua Barbosa Da Silva, Riachuelo, Rio de Janeiro, RJ",-22.92356,-43.62254,50.0,1.0,700
zona-norte,"Rua Engenheiro Francelino Mota, Brás De Pina, Rio de Janeiro, RJ",-22.83401,-43.30953,70.0,2.0,900
zona-norte,"Rua Venâncio Ribeiro, Engenho De Dentro, Rio de Janeiro, RJ",-22.90781,-43.29974,80.0,3.0,1350
zona-norte,"Rua Ferreira De Araújo, São Cristóvão, Rio de Janeiro, RJ",-22.89131,-43.23142,40.0,1.0,1000
zona-norte,"Rua São Luiz Gonzaga, São Cristóvão, Rio de Janeiro, RJ",-22.90056,-43.22464,65.0,1.0,945
zona-norte,"Rua Ferreira De Araújo, São Cristóvão, Rio de Janeiro, RJ",-22.89131,-43.23142,60.0,2.0,1200
zona-norte,"Rua Gomes Serpa, Piedade, Rio de Janeiro, RJ",-22.8907,-43.31221,40.0,1.0,600
zona-norte,"Rua Ana Quintão, Piedade, Rio de Janeiro, RJ",-22.87958,-43.30809,30.0,1.0,500
zona-norte,"Rua Engenheiro Gama Lobo, Vila Isabel, Rio de Janeiro, RJ",-22.91261,-43.24463,63.0,2.0,1155
zona-norte,"Rua Senador Nabuco, Vila Isabel, Rio de Janeiro, RJ",-22.91386,-43.2525,54.0,2.0,1000
zona-norte,"Avenida Camões, Penha Circular, Rio de Janeiro, RJ",-22.82899,-43.28169,65.0,1.0,900
zona-norte,"Rua Pereira Nunes, Vila Isabel, Rio de Janeiro, RJ",-22.91574,-43.24055,58.0,1.0,1600
zona-norte,"Rua Dezoito De Outubro, Tijuca, Rio de Janeiro, RJ",-22.93666,-43.24361,90.0,3.0,1500
zona-norte,"Rua José Roberto, Higienópolis, Rio de Janeiro, RJ",-22.87645,-43.25982,55.0,1.0,750
zona-norte,"Rua Maria Benjamim, Pilares, Rio de Janeiro, RJ",-22.87722,-43.29984,90.0,3.0,1300
zona-norte,"Rua Palatinado, Cascadura, Rio de Janeiro, RJ",-22.88337,-43.32102,70.0,3.0,1200
zona-norte,"Rua Odorico Mendes, Cachambi, Rio de Janeiro, RJ",-22.88931,-43.28373,55.0,1.0,1600
zona-norte,"Rua Delgado De Carvalho, Tijuca, Rio de Janeiro, RJ",-22.92427,-43.21953,82.0,2.0,2392
zona-norte,"R. Jorge Rudge, Vila Isabel, Rio de Janeiro, RJ",-22.91183,-43.23975,72.0,2.0,1938
zona-norte,"Rua Catolé, Irajá, Rio de Janeiro, RJ",-22.84609,-43.33093,45.0,1.0,700
zona-norte,"Rua Jorge Lacerda, Jardim América, Rio de Janeiro, RJ",-22.81341,-43.32311,72.0,3.0,1300
zona-norte,"Rua Duque De Caxias, Vila Isabel, Rio de Janeiro, RJ",-22.91314,-43.24258,62.0,2.0,1400
zona-norte,"Rua Salvador Pires, Méier, Rio de Janeiro, RJ",-22.89426,-43.27795,90.0,2.0,1300
zona-norte,"Rua Professor Gabizo, Tijuca, Rio de Janeiro, RJ",-22.92048,-43.21906,124.0,2.0,2800
zona-norte,"Rua General Silva Pessoa, Tijuca, Rio de Janeiro, RJ",-22.92531,-43.21979,119.0,3.0,2541
zona-norte,"Rua Engenheiro Francisco Passos, Penha, Rio de Janeiro, RJ",-22.8423,-43.28211,100.0,3.0,1300
zona-norte,"Rua São Francisco Xavier, Maracanã, Rio de Janeiro, RJ",-22.91432,-43.2335,80.0,2.0,1600
zona-norte,"Rua Americana, Cachambi, Rio de Janeiro, RJ",-22.88937,-43.27118,35.0,1.0,690
zona-norte,"Avenida Dom Hélder Câmara, Maria Da Graça, Rio de Janeiro, RJ",-22.87861,-43.26109,50.0,2.0,1365
zona-norte,"Rua Nelson Faria Castro, Engenho Novo, Rio de Janeiro, RJ",-22.91444,-43.27297,49.0,2.0,900
zona-norte,"Rua Conde De Bonfim, Tijuca, Rio de Janeiro, RJ",-22.92991,-43.23738,80.0,2.0,1880
zona-norte,"Rua José Domingues, Encantado, Rio de Janeiro, RJ",-22.89289,-43.30321,48.0,1.0,600
zona-norte,"Rua Capitão Aliatar Martins, Irajá, Rio de Janeiro, RJ",-22.83941,-43.31977,87.0,2.0,1236
zona-norte,"Rua Mendes Taváres, Vila Isabel, Rio de Janeiro, RJ",-22.91683,-43.25441,280.0,2.0,1530
zona-norte,"Rua Justiniano Serpa, Higienópolis, Rio de Janeiro, RJ",-22.86959,-43.25893,30.0,1.0,750
zona-norte,"Rua José Dos Reis, Inhaúma, Rio de Janeiro, RJ",-22.87522,-43.28312,50.0,2.0,1300
zona-norte,"Rua Aristídes Lôbo, Rio Comprido, Rio de Janeiro, RJ",-22.92214,-43.20892,75.0,2.0,1300
zona-norte,"Rua Torres De Oliveira, Piedade, Rio de Janeiro, RJ",-22.9013,-43.31421,50.0,2.0,800
zona-norte,"Rua Emílio Miranda, Brás De Pina, Rio de Janeiro, RJ",-22.83473,-43.30762,120.0,2.0,2100
zona-norte,"Rua Honório, Del Castilho, Rio de Janeiro, RJ",-22.88443,-43.27177,100.0,2.0,1260
zona-norte,"Rua Americana, Cachambi, Rio de Janeiro, RJ",-22.88937,-43.27118,85.0,2.0,899
zona-norte,"Rua Carlos Vasconcelos, Tijuca, Rio de Janeiro, RJ",-22.92523,-43.23007,90.0,2.0,1957
zona-norte,"Boulevard Vinte E Oito De Setembro, Vila Isabel, Rio de Janeiro, RJ",-22.91401,-43.23721,75.0,2.0,1365
zona-norte,"Rua Nossa Senhora Das Graças, Ramos, Rio de Janeiro, RJ",-22.85022,-43.25646,180.0,2.0,1600
zona-norte,"Rua Coração De Maria, Méier, Rio de Janeiro, RJ",-22.89691,-43.27865,100.0,3.0,1700
zona-norte,"Avenida Maracanã, Tijuca, Rio de Janeiro, RJ",-22.92827,-43.23982,80.0,2.0,1670
zona-norte,"Avenida Dom Hélder Câmara, Piedade, Rio de Janeiro, RJ",-22.88691,-43.30401,70.0,2.0,1470
zona-norte,"Rua Engenheiro Gama Lobo, Vila Isabel, Rio de Janeiro, RJ",-22.91261,-43.24463,75.0,2.0,1550
zona-norte,"Rua Dona Delfina, Tijuca, Rio de Janeiro, RJ",-22.92981,-43.24072,140.0,3.0,2856
zona-norte,"Rua Joaquim Palhares, Estácio, Rio de Janeiro, RJ",-22.91387,-43.20773,60.0,2.0,1610
zona-norte,"Rua Ernesto Pujol Número 29b - Maria Da Graça, Rio de Janeiro, RJ",-22.88285,-43.26721,50.0,1.0,1020
zona-norte,"Rua Conselheiro Paulino, Olaria, Rio de Janeiro, RJ",-22.85078,-43.2699,90.0,3.0,2040
zona-norte,"Rua Conselheiro Agostinho, Todos Os Santos, Rio de Janeiro, RJ",-22.89018,-43.28337,65.0,1.0,1100
zona-norte,"Rua Marechal Jofre, Grajaú, Rio de Janeiro, RJ",-22.91908,-43.26614,130.0,3.0,2370
zona-norte,"Rua Gonzaga Bastos, Vila Isabel, Rio de Janeiro, RJ",-22.91612,-43.24192,81.0,3.0,2800
